cls,conf,correct,class
65,0.9268249273300171,True,u
13,0.90739506483078,True,=
58,0.9003854990005493,True,n
9,0.8668158650398254,True,-
65,0.8386518955230713,True,u
61,0.4471395015716553,True,q
58,0.39967942237854004,True,n
9,0.1665680855512619,False,-
20,0.9988376498222351,True,3
72,0.9967055916786194,True,\pi
23,0.9914677143096924,True,6
13,0.9201738238334656,True,=
20,0.8901622891426086,True,3
66,0.8633852601051331,True,v
9,0.8562692403793335,True,-
19,0.7755640149116516,True,2
63,0.7059808969497681,True,s
18,0.498003751039505,False,1
9,0.23658449947834015,False,-
58,0.9884570240974426,False,n
2,0.9869235157966614,True,)
60,0.9336826205253601,True,p
1,0.9295009970664978,True,(
60,0.8165783882141113,True,p
18,0.7044844627380371,True,1
15,0.44091808795928955,True,","
15,0.3587339222431183,True,","
13,0.9978127479553223,True,=
2,0.9970321655273438,True,)
17,0.9462066292762756,True,0
41,0.8765642046928406,True,T
30,0.7988695502281189,True,E
18,0.757580041885376,False,1
1,0.23141583800315857,True,(
13,0.9978187084197998,True,=
1,0.9970635771751404,True,(
2,0.993567168712616,True,)
27,0.9907432198524475,True,A
18,0.9664841890335083,True,1
63,0.9267885684967041,False,s
18,0.8640462756156921,True,1
18,0.8617352247238159,True,1
28,0.8112019896507263,True,B
60,0.9837074875831604,True,p
10,0.9281800389289856,True,\times
21,0.817700207233429,False,4
2,0.9927419424057007,True,)
1,0.9762579798698425,True,(
1,0.9475653171539307,True,(
2,0.9383373260498047,True,)
30,0.9163435101509094,True,E
2,0.9147912859916687,True,)
50,0.913479745388031,True,f
13,0.7453944683074951,True,=
1,0.7188100218772888,True,(
64,0.6559379696846008,False,t
9,0.6207947731018066,False,-
9,0.5877526998519897,False,-
64,0.47664874792099,False,t
45,0.3579767644405365,False,a
21,0.27241793274879456,False,4
64,0.17277058959007263,False,t
18,0.9994410872459412,True,1
30,0.9941646456718445,True,E
55,0.913051426410675,True,k
30,0.8985369801521301,True,E
15,0.7365253567695618,False,","
15,0.4590371251106262,True,","
36,0.9979377388954163,True,M
13,0.997619092464447,True,=
62,0.9652937054634094,True,r
1,0.9997177720069885,True,(
1,0.9986671209335327,True,(
2,0.9977017045021057,True,)
2,0.988377034664154,True,)
28,0.9744775891304016,True,B
28,0.954806387424469,True,B
9,0.9436434507369995,False,-
64,0.7295697331428528,True,t
63,0.500939130783081,True,s
68,0.9957876801490784,True,x
68,0.9935185313224792,True,x
68,0.9716946482658386,True,x
87,0.9360783100128174,True,\Delta
9,0.7859615683555603,True,-
13,0.571348249912262,True,=
18,0.4065091907978058,False,1
8,0.9986867308616638,True,+
68,0.9958311915397644,True,x
69,0.9944585561752319,True,y
13,0.9771382808685303,True,=
63,0.8059528470039368,True,s
64,0.8059488534927368,True,t
57,0.9886017441749573,True,m
36,0.9776700139045715,True,M
19,0.8609330654144287,True,2
1,0.7709500193595886,False,(
29,0.494080126285553,False,C
39,0.48278000950813293,True,R
41,0.9931890964508057,True,T
2,0.9713776111602783,True,)
51,0.6929840445518494,False,g
65,0.5396920442581177,True,u
63,0.5061580538749695,True,s
1,0.43240001797676086,True,(
9,0.99815434217453,True,-
46,0.9912461638450623,True,b
9,0.9452841877937317,True,-
82,0.9338725209236145,True,\gt
45,0.9130136966705322,True,a
57,0.9083902835845947,True,m
8,0.8963800072669983,True,+
58,0.8936969637870789,True,n
58,0.8376755714416504,True,n
57,0.41307979822158813,True,m
8,0.3916791081428528,True,+
18,0.2626818120479584,False,1
18,0.1749061793088913,False,1
19,0.9996286630630493,True,2
13,0.9994798302650452,True,=
66,0.7735844850540161,True,v
8,0.7728767395019531,False,+
18,0.5491236448287964,False,1
18,0.9830375909805298,True,1
9,0.9796184301376343,True,-
49,0.9560278654098511,True,e
35,0.9502997994422913,True,L
9,0.929885745048523,True,-
19,0.9151584506034851,True,2
39,0.7846251726150513,True,R
95,0.7628373503684998,True,\mu
13,0.7572770714759827,True,=
37,0.7463377118110657,True,N
9,0.12894056737422943,False,-
9,0.1157749742269516,False,-
2,0.9891776442527771,True,)
31,0.8868598937988281,False,F
9,0.8554577231407166,False,-
1,0.7417083978652954,True,(
18,0.7355610728263855,False,1
64,0.6127058267593384,False,t
18,0.2256614863872528,False,1
13,0.9987126588821411,True,=
33,0.8815549612045288,True,H
9,0.8762580752372742,False,-
38,0.6841104030609131,True,P
64,0.6614437103271484,True,t
60,0.6518254280090332,False,p
38,0.42175599932670593,False,P
15,0.4206407368183136,False,","
19,0.306782066822052,False,2
68,0.23823733627796173,False,x
58,0.16695626080036163,False,n
18,0.9998416900634766,True,1
92,0.9975188970565796,True,\int
64,0.9798649549484253,True,t
18,0.9737570285797119,True,1
71,0.9385058879852295,True,\infty
19,0.9353070259094238,True,2
48,0.8184487819671631,True,d
64,0.7772002220153809,True,t
9,0.6329433917999268,True,-
8,0.3227002024650574,True,+
8,0.9715823531150818,False,+
2,0.9676564335823059,True,)
19,0.9160885214805603,True,2
55,0.9049512147903442,True,k
1,0.8282926678657532,True,(
69,0.798101544380188,True,y
18,0.7901343107223511,False,1
9,0.7257175445556641,False,-
13,0.654392421245575,True,=
18,0.5405212640762329,True,1
19,0.42139163613319397,False,2
20,0.37804585695266724,False,3
100,0.37464138865470886,True,\sqrt
19,0.2363123744726181,False,2
8,0.20758430659770966,False,+
8,0.1894073188304901,False,+
9,0.10341756045818329,False,-
1,0.9995467066764832,True,(
1,0.9987035989761353,True,(
68,0.9982871413230896,True,x
69,0.9965576529502869,True,y
2,0.9922868013381958,True,)
2,0.9886472821235657,True,)
69,0.9766960740089417,True,y
9,0.9310164451599121,False,-
48,0.8332775235176086,True,d
60,0.826088547706604,True,p
68,0.7755581736564636,True,x
13,0.57233726978302,True,=
15,0.37460216879844666,False,","
9,0.24386528134346008,False,-
13,0.9951247572898865,True,=
18,0.9940232634544373,True,1
46,0.9416634440422058,True,b
48,0.9157435894012451,True,d
48,0.83460533618927,True,d
18,0.7117409110069275,False,1
9,0.6795708537101746,True,-
45,0.657659649848938,True,a
69,0.5182512402534485,False,y
21,0.36130043864250183,False,4
2,0.30044275522232056,False,)
68,0.9993402361869812,True,x
92,0.9986957907676697,True,\int
68,0.9783637523651123,True,x
48,0.9202163815498352,True,d
29,0.8401934504508972,True,C
8,0.8107249140739441,True,+
13,0.6850829124450684,True,=
13,0.9951348900794983,True,=
38,0.9531059861183167,True,P
18,0.840764045715332,False,1
40,0.8108356595039368,True,S
18,0.7363766431808472,False,1
62,0.5923469662666321,True,r
18,0.16235479712486267,False,1
45,0.999068558216095,True,a
45,0.9968744516372681,True,a
66,0.9697863459587097,True,v
2,0.9382659196853638,True,)
1,0.8093655705451965,True,(
19,0.7412333488464355,True,2
13,0.35368970036506653,True,=
21,0.9981268048286438,True,4
68,0.9981111288070679,True,x
45,0.9959484934806824,True,a
84,0.975040853023529,True,\lt
7,0.9222370386123657,True,|
9,0.8923964500427246,True,-
18,0.8596444129943848,False,1
58,0.6067346334457397,False,n
9,0.5193933844566345,True,-
9,0.16062313318252563,False,-
18,0.9986504912376404,True,1
84,0.9783297181129456,True,\lt
61,0.9581118226051331,True,q
9,0.723714292049408,False,-
68,0.9987397789955139,True,x
18,0.9975334405899048,True,1
46,0.997134804725647,True,b
83,0.9969058632850647,True,\leq
100,0.9775639176368713,True,\sqrt
46,0.9582985043525696,True,b
45,0.9141329526901245,True,a
19,0.8947210311889648,True,2
9,0.8907384872436523,True,-
22,0.8188168406486511,True,5
7,0.7673245668411255,False,|
19,0.6690046787261963,False,2
9,0.6445112228393555,True,-
7,0.6106852293014526,True,|
9,0.2747841775417328,False,-
83,0.9970507621765137,True,\leq
83,0.9963871240615845,True,\leq
34,0.9849333167076111,True,I
47,0.9319021701812744,False,c
27,0.9213257431983948,True,A
34,0.8400788307189941,True,I
34,0.6973152756690979,True,I
28,0.49720606207847595,True,B
9,0.23077887296676636,False,-
1,0.9968407154083252,True,(
2,0.9952229857444763,True,)
64,0.9899056553840637,True,t
2,0.9851385951042175,True,)
66,0.9701467752456665,True,v
1,0.9670276641845703,True,(
64,0.8714687824249268,True,t
9,0.7103093266487122,True,-
65,0.6906419396400452,True,u
13,0.9977758526802063,True,=
89,0.9903973340988159,True,\alpha
89,0.9779068231582642,True,\alpha
18,0.9588884115219116,True,1
60,0.8629999160766602,False,p
9,0.7674626111984253,False,-
63,0.7256149649620056,False,s
9,0.5911237001419067,False,-
68,0.552871823310852,True,x
57,0.4212460517883301,True,m
18,0.9936645030975342,True,1
20,0.9909015893936157,True,3
20,0.979705274105072,True,3
99,0.7498674392700195,True,\sigma
13,0.7492092251777649,True,=
9,0.7317600250244141,False,-
52,0.6870344877243042,False,h
43,0.44849488139152527,False,X
17,0.9894296526908875,True,0
22,0.9680717587471008,True,5
41,0.853717029094696,True,T
20,0.5671676397323608,False,3
9,0.13075381517410278,False,-
13,0.9981308579444885,True,=
18,0.9958823919296265,True,1
41,0.9867585301399231,True,T
68,0.8179332613945007,False,x
8,0.7844927310943604,True,+
43,0.7599765062332153,True,X
18,0.6219137907028198,False,1
18,0.5269271731376648,False,1
18,0.4071618616580963,False,1
18,0.2684858441352844,False,1
68,0.9924554824829102,True,x
2,0.9421887397766113,True,)
1,0.9165822863578796,True,(
36,0.8736165165901184,True,M
69,0.7979645729064941,True,y
15,0.5754059553146362,True,","
18,0.35413238406181335,False,1
15,0.25045815110206604,False,","
16,0.2219136357307434,False,.
16,0.1902848482131958,False,.
18,0.1746748983860016,False,1
15,0.17357726395130157,False,","
15,0.12445783615112305,False,","
16,0.10267284512519836,False,.
1,0.9996280670166016,True,(
1,0.9990695118904114,True,(
2,0.997381865978241,True,)
1,0.9931538105010986,True,(
2,0.9827679991722107,True,)
68,0.9699429869651794,False,x
38,0.962738573551178,True,P
68,0.9462101459503174,False,x
2,0.926033616065979,True,)
39,0.9207583665847778,True,R
68,0.8648076057434082,False,x
13,0.8313900232315063,True,=
60,0.8036023378372192,False,p
98,0.17759479582309723,True,\prime
65,0.948639452457428,True,u
40,0.8793497681617737,True,S
64,0.8274399638175964,False,t
2,0.9850201606750488,True,)
46,0.9716729521751404,True,b
47,0.9298536777496338,True,c
38,0.7480314373970032,True,P
1,0.6980281472206116,True,(
12,0.40848711133003235,True,/
2,0.9987426400184631,True,)
1,0.9951497912406921,True,(
66,0.9914225935935974,True,v
66,0.9875965714454651,True,v
58,0.8283976316452026,True,n
18,0.43671631813049316,True,1
18,0.40935176610946655,False,1
18,0.17603059113025665,False,1
15,0.17098653316497803,False,","
16,0.13281187415122986,False,.
100,0.9998472929000854,True,\sqrt
19,0.9985305070877075,True,2
13,0.9942692518234253,True,=
17,0.9835565090179443,False,0
51,0.9436578750610352,True,g
41,0.8771629929542542,True,T
33,0.8699774742126465,True,H
9,0.20512352883815765,True,-
7,0.18773271143436432,False,|
18,0.9949471354484558,True,1
58,0.9936244487762451,True,n
58,0.9755622148513794,True,n
13,0.9714400172233582,True,=
63,0.941096305847168,False,s
63,0.8620152473449707,False,s
18,0.7597601413726807,True,1
9,0.7076194286346436,False,-
63,0.6277059316635132,False,s
58,0.3202635943889618,False,n
58,0.298906147480011,False,n
18,0.25499698519706726,False,1
58,0.15472352504730225,False,n
9,0.11545662581920624,False,-
18,0.9999501705169678,True,1
13,0.9977006316184998,True,=
40,0.7771767377853394,False,S
35,0.9434641003608704,True,L
45,0.7518251538276672,False,a
9,0.2615866959095001,False,-
1,0.9993420243263245,True,(
68,0.9980098605155945,True,x
2,0.9979830980300903,True,)
68,0.9954594969749451,True,x
38,0.8946998119354248,True,P
19,0.887302577495575,False,2
50,0.7450166344642639,False,f
55,0.9963043928146362,True,k
19,0.9954869151115417,True,2
29,0.978908896446228,False,C
19,0.8661192059516907,False,2
13,0.8571853041648865,True,=
19,0.8182898759841919,False,2
13,0.781520426273346,False,=
18,0.7568636536598206,False,1
9,0.6333339214324951,False,-
9,0.6316511034965515,True,-
57,0.6031381487846375,False,m
2,0.5674369931221008,False,)
68,0.5339162349700928,True,x
9,0.5001587271690369,False,-
10,0.4817313551902771,False,\times
9,0.46710556745529175,False,-
8,0.45088866353034973,False,+
68,0.45041364431381226,False,x
19,0.44664815068244934,False,2
9,0.42577412724494934,False,-
19,0.4061811864376068,False,2
26,0.2763702869415283,False,9
45,0.2722819745540619,True,a
76,0.23836219310760498,False,\theta
1,0.2381446659564972,False,(
20,0.22111853957176208,False,3
2,0.21732987463474274,False,)
18,0.21494731307029724,False,1
68,0.2116948664188385,False,x
90,0.19709430634975433,False,\beta
19,0.180027037858963,False,2
19,0.14076779782772064,False,2
26,0.1371006816625595,False,9
15,0.1280347853899002,False,","
19,0.11336000263690948,False,2
19,0.10774876922369003,False,2
60,0.10138191282749176,False,p
1,0.9997419714927673,True,(
45,0.9988564252853394,True,a
2,0.9987784028053284,True,)
18,0.631702184677124,False,1
69,0.14873696863651276,True,y
18,0.9985699653625488,True,1
17,0.9978541731834412,True,0
1,0.9921852946281433,True,(
13,0.9903572201728821,True,=
2,0.9902128577232361,True,)
17,0.9842163920402527,True,0
99,0.5840895175933838,True,\sigma
58,0.9962095022201538,True,n
68,0.9694706201553345,False,x
18,0.9505112767219543,True,1
58,0.9403197169303894,True,n
63,0.933014452457428,False,s
68,0.882392406463623,False,x
13,0.7632731795310974,True,=
8,0.7356628179550171,True,+
8,0.7260807752609253,True,+
19,0.6327252388000488,False,2
8,0.5770127773284912,True,+
68,0.24613727629184723,False,x
1,0.9934343099594116,True,(
8,0.9865990877151489,True,+
2,0.9788903594017029,True,)
1,0.9652484059333801,True,(
2,0.9619225263595581,True,)
17,0.9175360202789307,True,0
13,0.861207127571106,True,=
47,0.6898061633110046,True,c
90,0.5691131353378296,True,\beta
9,0.5364351868629456,False,-
70,0.36105045676231384,False,z
19,0.3537657558917999,True,2
9,0.3097669184207916,False,-
45,0.28953057527542114,False,a
1,0.21574710309505463,False,(
47,0.15303657948970795,False,c
1,0.9879493713378906,True,(
2,0.9812580347061157,True,)
9,0.9781767129898071,False,-
23,0.9364280700683594,False,6
47,0.9221752882003784,False,c
8,0.9140599370002747,True,+
21,0.8094906806945801,True,4
18,0.7079617977142334,True,1
10,0.697948157787323,True,\times
9,0.6814208030700684,False,-
60,0.6634386777877808,False,p
13,0.550347089767456,True,=
22,0.514777660369873,True,5
21,0.38336437940597534,True,4
17,0.36420589685440063,True,0
47,0.34018027782440186,False,c
60,0.3094843029975891,False,p
1,0.9998379945755005,True,(
46,0.9994431138038635,True,b
19,0.9859828352928162,True,2
8,0.9781526923179626,True,+
68,0.9759377837181091,True,x
50,0.9645359516143799,True,f
13,0.9375597834587097,True,=
2,0.9152814745903015,True,)
45,0.858588695526123,True,a
18,0.6976588368415833,False,1
68,0.6066593527793884,True,x
9,0.9994562268257141,False,-
2,0.9904378056526184,False,)
9,0.8600944876670837,False,-
2,0.8524599075317383,True,)
92,0.7966665029525757,True,\int
64,0.7937525510787964,True,t
13,0.7650015950202942,True,=
18,0.7060500979423523,False,1
72,0.6935877799987793,False,\pi
19,0.6028563976287842,True,2
76,0.5829516053199768,False,\theta
19,0.5526511669158936,False,2
18,0.5500453114509583,False,1
18,0.5384918451309204,False,1
21,0.3472033739089966,False,4
2,0.30883798003196716,False,)
58,0.2981916069984436,False,n
64,0.28555184602737427,False,t
9,0.26128828525543213,False,-
21,0.23699325323104858,False,4
2,0.2036188393831253,False,)
72,0.20096491277217865,False,\pi
9,0.18099188804626465,False,-
19,0.179195374250412,False,2
46,0.15900936722755432,False,b
13,0.1443457305431366,False,=
9,0.11421328783035278,False,-
1,0.9771800637245178,True,(
18,0.9666293859481812,True,1
1,0.9537752866744995,True,(
20,0.87803053855896,False,3
8,0.6942427158355713,True,+
8,0.693936824798584,True,+
2,0.6640255451202393,True,)
19,0.6399517059326172,False,2
45,0.62696772813797,True,a
9,0.49538108706474304,False,-
8,0.4615686535835266,True,+
93,0.3477126359939575,False,\ldots
2,0.2841889560222626,False,)
9,0.2547721564769745,False,-
19,0.2460145652294159,False,2
45,0.23907113075256348,False,a
9,0.17553359270095825,False,-
93,0.153632253408432,False,\ldots
20,0.14108461141586304,False,3
68,0.1261286586523056,False,x
2,0.11846232414245605,True,)
19,0.10783486813306808,False,2
93,0.10497035831212997,False,\ldots
100,0.9999964237213135,True,\sqrt
19,0.9951357245445251,True,2
13,0.9890450239181519,True,=
9,0.9723815321922302,True,-
61,0.968562126159668,True,q
38,0.6317229270935059,False,P
48,0.9885408282279968,True,d
92,0.9816820025444031,True,\int
68,0.9742995500564575,True,x
48,0.9722145199775696,True,d
92,0.948248565196991,True,\int
9,0.9149027466773987,False,-
50,0.9029368162155151,True,f
2,0.9009713530540466,True,)
45,0.8801240921020508,True,a
68,0.8796653151512146,True,x
45,0.8732763528823853,True,a
13,0.8610568642616272,True,=
50,0.8022264242172241,True,f
17,0.6710565090179443,False,0
2,0.625683605670929,True,)
46,0.5782241225242615,True,b
1,0.43155884742736816,False,(
68,0.23951619863510132,True,x
68,0.22050166130065918,False,x
19,0.999841570854187,True,2
2,0.9975399971008301,True,)
2,0.9959599375724792,True,)
1,0.9942511320114136,True,(
1,0.9756411910057068,True,(
73,0.9542979001998901,False,\cos
73,0.9363465309143066,False,\cos
13,0.7122100591659546,True,=
28,0.33623674511909485,True,B
48,0.33302465081214905,True,d
48,0.26422619819641113,True,d
58,0.203412264585495,False,n
68,0.16866394877433777,False,x
60,0.9991401433944702,False,p
60,0.9873136878013611,False,p
18,0.9598442912101746,True,1
13,0.9017724990844727,True,=
0,0.5758522748947144,False,!
17,0.9985529780387878,True,0
13,0.9957089424133301,True,=
41,0.9871119856834412,True,T
2,0.9606665968894958,True,)
1,0.9469192624092102,True,(
17,0.3884589970111847,False,0
13,0.9965227842330933,True,=
68,0.990581750869751,False,x
3,0.9814857840538025,True,[
30,0.9340444207191467,True,E
58,0.8603222370147705,True,n
4,0.6233432292938232,True,]
58,0.518134593963623,True,n
65,0.43085402250289917,False,u
1,0.9997504353523254,True,(
2,0.9996626377105713,True,)
27,0.9944595098495483,True,A
53,0.9885836839675903,True,i
99,0.9592751860618591,True,\sigma
100,0.999950647354126,True,\sqrt
13,0.9988366961479187,True,=
1,0.998332679271698,True,(
2,0.9942466616630554,True,)
19,0.9802492260932922,True,2
35,0.9726468324661255,True,L
89,0.9496740698814392,True,\alpha
9,0.6271927356719971,True,-
45,0.4280191957950592,False,a
46,0.17682717740535736,False,b
9,0.8038488626480103,False,-
2,0.7629066109657288,False,)
18,0.7548060417175293,False,1
9,0.7035208940505981,False,-
2,0.6365050077438354,False,)
2,0.5958144068717957,False,)
100,0.5563955903053284,True,\sqrt
18,0.4535333812236786,False,1
20,0.41433459520339966,False,3
100,0.3995600640773773,False,\sqrt
100,0.3772061765193939,True,\sqrt
19,0.3767872154712677,False,2
18,0.37222498655319214,False,1
21,0.3668329417705536,False,4
19,0.3357684910297394,False,2
21,0.3188585340976715,False,4
9,0.3128080368041992,False,-
1,0.3054615557193756,True,(
9,0.29026439785957336,False,-
18,0.28665924072265625,False,1
18,0.28405073285102844,False,1
19,0.2726525068283081,False,2
19,0.2652248740196228,False,2
8,0.25484368205070496,False,+
8,0.23563064634799957,False,+
18,0.18377803266048431,False,1
24,0.18001863360404968,False,7
13,0.17967335879802704,False,=
24,0.1688283234834671,False,7
20,0.1684553027153015,False,3
2,0.16311503946781158,False,)
8,0.1553841084241867,False,+
18,0.1545252948999405,False,1
18,0.13005012273788452,False,1
19,0.12265635281801224,False,2
9,0.1102173700928688,False,-
21,0.1099383682012558,False,4
15,0.10402309894561768,False,","
2,0.1007198765873909,False,)
8,0.9799284338951111,True,+
19,0.9621468186378479,False,2
13,0.9167882800102234,True,=
8,0.9087539911270142,False,+
17,0.8777483701705933,True,0
9,0.8773430585861206,False,-
8,0.8021553158760071,False,+
19,0.7621433138847351,False,2
9,0.6697606444358826,False,-
19,0.5358554124832153,False,2
68,0.5354952216148376,False,x
18,0.4900764524936676,False,1
8,0.4546525478363037,False,+
20,0.44356775283813477,False,3
8,0.40895307064056396,False,+
19,0.40150851011276245,False,2
68,0.40031370520591736,False,x
18,0.3959070146083832,False,1
19,0.35057204961776733,False,2
8,0.33225151896476746,False,+
9,0.3302333950996399,False,-
19,0.30779513716697693,False,2
8,0.30301424860954285,False,+
21,0.2973225712776184,False,4
18,0.28701964020729065,False,1
18,0.2715255320072174,False,1
19,0.26649191975593567,False,2
18,0.21512159705162048,False,1
19,0.20954476296901703,False,2
22,0.20618008077144623,False,5
19,0.2046499252319336,True,2
19,0.2017993927001953,False,2
19,0.20127767324447632,False,2
68,0.19656316936016083,True,x
9,0.1844290792942047,False,-
18,0.14235594868659973,False,1
19,0.14177864789962769,False,2
69,0.13019993901252747,False,y
13,0.12158377468585968,False,=
17,0.11694903671741486,False,0
20,0.11472079157829285,False,3
2,0.10179263353347778,False,)
42,0.9986838698387146,True,V
17,0.9872027039527893,False,0
53,0.9565392136573792,True,i
66,0.7880198359489441,False,v
9,0.7583036422729492,False,-
17,0.9809454679489136,True,0
64,0.9703034162521362,True,t
84,0.9473584294319153,True,\lt
60,0.8512282967567444,True,p
63,0.7768901586532593,True,s
27,0.9797565340995789,True,A
45,0.8837018013000488,True,a
13,0.8635084629058838,True,=
93,0.8061318397521973,False,\ldots
15,0.589788556098938,False,","
45,0.5247048139572144,True,a
2,0.45897820591926575,False,)
6,0.45883655548095703,True,\}
17,0.41296201944351196,True,0
16,0.3966175615787506,False,.
5,0.3845558166503906,True,\{
15,0.36157530546188354,False,","
1,0.3227578401565552,False,(
15,0.31228575110435486,False,","
18,0.2644197642803192,False,1
93,0.23738068342208862,False,\ldots
16,0.13199561834335327,False,.
1,0.11609886586666107,False,(
16,0.10630471259355545,False,.
21,0.9977301955223083,True,4
57,0.9928241968154907,True,m
8,0.9870129227638245,True,+
63,0.7545803189277649,False,s
18,0.6486566662788391,True,1
55,0.9991886019706726,True,k
58,0.985934317111969,True,n
27,0.9496787190437317,True,A
55,0.9465939998626709,True,k
9,0.9272674918174744,True,-
60,0.901618480682373,True,p
1,0.7979739904403687,False,(
47,0.7168523669242859,False,c
47,0.7153524160385132,False,c
58,0.6836341619491577,True,n
27,0.6296775937080383,True,A
9,0.5726439356803894,False,-
9,0.5417572855949402,False,-
61,0.4972737431526184,True,q
64,0.24945995211601257,False,t
17,0.999370276927948,True,0
17,0.9634504318237305,True,0
41,0.9596375226974487,True,T
18,0.9031037092208862,True,1
13,0.6049674153327942,True,=
58,0.5092766880989075,False,n
2,0.999922513961792,True,)
1,0.9995707869529724,True,(
60,0.7940448522567749,False,p
91,0.7705161571502686,False,\gamma
33,0.9920195937156677,True,H
33,0.9211620092391968,True,H
36,0.7648911476135254,True,M
16,0.6277188658714294,False,.
0,0.3940657377243042,False,!
62,0.3388955891132355,False,r
8,0.9993036985397339,True,+
47,0.9932970404624939,True,c
35,0.971524178981781,True,L
18,0.9264582395553589,False,1
64,0.9244765639305115,True,t
66,0.9022742509841919,False,v
13,0.7225579619407654,True,=
60,0.710509717464447,True,p
9,0.5726046562194824,True,-
18,0.5174717307090759,False,1
8,0.9993036985397339,True,+
8,0.9900396466255188,True,+
27,0.9622249603271484,True,A
17,0.9077504277229309,True,0
16,0.8984400629997253,False,.
16,0.7614617943763733,False,.
58,0.7541356086730957,True,n
18,0.5242208242416382,False,1
16,0.513282299041748,False,.
16,0.47802749276161194,False,.
16,0.42150700092315674,False,.
72,0.3169490098953247,False,\pi
16,0.2354794442653656,False,.
16,0.19445683062076569,False,.
16,0.15345655381679535,False,.
16,0.11707232147455215,False,.
100,0.9999949932098389,True,\sqrt
13,0.9916736483573914,True,=
22,0.9896638989448547,True,5
39,0.7298651337623596,True,R
47,0.559008777141571,False,c
50,0.5479788184165955,True,f
9,0.45009973645210266,False,-
2,0.9999078512191772,True,)
19,0.9998382329940796,True,2
1,0.9984868764877319,True,(
19,0.9931800365447998,True,2
36,0.8022890686988831,True,M
2,0.9959079027175903,True,)
9,0.9748988747596741,False,-
8,0.944318950176239,True,+
9,0.8309446573257446,False,-
1,0.7737382650375366,True,(
17,0.7604578137397766,False,0
60,0.7054601311683655,True,p
13,0.6242589950561523,True,=
45,0.6039285659790039,False,a
10,0.5863307118415833,True,\times
60,0.5343070030212402,False,p
64,0.5055780410766602,True,t
18,0.3224382996559143,False,1
18,0.3205941915512085,False,1
19,0.2610328793525696,False,2
9,0.23112627863883972,False,-
18,0.22017470002174377,False,1
1,0.1973588913679123,False,(
20,0.19394470751285553,False,3
9,0.19224320352077484,False,-
9,0.19102808833122253,False,-
53,0.1667567491531372,False,i
17,0.16577649116516113,False,0
18,0.6723765730857849,False,1
36,0.4981541931629181,True,M
37,0.9970051646232605,True,N
51,0.9750476479530334,True,g
13,0.971305251121521,True,=
18,0.9660621881484985,True,1
65,0.9432282447814941,True,u
27,0.4879629909992218,True,A
21,0.9961942434310913,True,4
2,0.9871093034744263,False,)
19,0.9781539440155029,True,2
17,0.8763934969902039,True,0
21,0.7641423344612122,False,4
68,0.7061265110969543,True,x
20,0.620644748210907,True,3
17,0.5670270919799805,True,0
1,0.5284858345985413,False,(
13,0.5010555386543274,True,=
33,0.3423818349838257,True,H
64,0.3078991770744324,False,t
2,0.301641583442688,False,)
19,0.272983580827713,False,2
2,0.20357125997543335,False,)
2,0.9992024302482605,True,)
57,0.968178927898407,True,m
63,0.9335764050483704,True,s
19,0.794093668460846,False,2
18,0.7151437997817993,True,1
15,0.6364141702651978,True,","
1,0.629377543926239,True,(
18,0.44390586018562317,False,1
70,0.9592739343643188,True,z
18,0.945948600769043,False,1
