cls,conf,correct,class
39,0.7681450843811035,True,R
1,0.7282047271728516,False,(
2,0.959378182888031,True,)
25,0.9513691663742065,False,8
41,0.9373551607131958,True,T
63,0.8097903728485107,True,s
65,0.3417236804962158,True,u
18,0.1297837495803833,False,1
46,0.9919981360435486,True,b
58,0.978272557258606,True,n
57,0.9764890074729919,True,m
9,0.9692292213439941,True,-
8,0.9650478363037109,True,+
58,0.9617619514465332,True,n
57,0.9530584812164307,True,m
82,0.9399022459983826,True,\gt
45,0.8997885584831238,True,a
8,0.6512590646743774,True,+
9,0.5623940229415894,True,-
16,0.17967768013477325,False,.
98,0.14251109957695007,True,\prime
9,0.12415246665477753,False,-
13,0.999661922454834,True,=
19,0.9995030164718628,True,2
12,0.9798974394798279,True,/
8,0.797137439250946,False,+
66,0.5867714881896973,True,v
56,0.13463401794433594,True,l
35,0.9852128028869629,True,L
95,0.9729098677635193,True,\mu
39,0.938471257686615,True,R
9,0.9174410104751587,False,-
18,0.9115625619888306,True,1
19,0.9073651432991028,True,2
37,0.8722983598709106,True,N
13,0.7680006623268127,True,=
9,0.7636880278587341,False,-
49,0.5020055174827576,True,e
9,0.14215469360351562,False,-
9,0.12371333688497543,False,-
1,0.9779241681098938,True,(
2,0.9614438414573669,True,)
31,0.9064106941223145,False,F
0,0.3695729076862335,False,!
54,0.3657620847225189,True,j
9,0.35554349422454834,False,-
18,0.10841500759124756,False,1
13,0.9960618615150452,True,=
33,0.9877309203147888,True,H
38,0.9503359794616699,True,P
38,0.8123429417610168,True,P
39,0.7909506559371948,True,R
9,0.4724346995353699,False,-
22,0.4299112856388092,False,5
64,0.30203887820243835,True,t
58,0.20875459909439087,False,n
66,0.20131878554821014,True,v
68,0.19488690793514252,False,x
9,0.15464083850383759,False,-
18,0.9998952150344849,True,1
92,0.9859090447425842,True,\int
19,0.947891116142273,True,2
18,0.8688730001449585,True,1
48,0.8600632548332214,True,d
64,0.791265606880188,True,t
8,0.7304566502571106,True,+
64,0.7014603614807129,True,t
71,0.5941135883331299,True,\infty
9,0.4711174964904785,True,-
2,0.9915890097618103,True,)
8,0.9475700259208679,True,+
55,0.9274405837059021,True,k
69,0.9087387919425964,True,y
13,0.5873790979385376,True,=
19,0.5868070721626282,False,2
9,0.5655066967010498,True,-
8,0.45478907227516174,False,+
1,0.438015878200531,False,(
18,0.42301350831985474,False,1
8,0.37534183263778687,False,+
20,0.35219496488571167,False,3
25,0.33505526185035706,False,8
18,0.3059566617012024,True,1
100,0.2251342087984085,False,\sqrt
18,0.13891366124153137,False,1
2,0.10777468979358673,False,)
1,0.999914288520813,True,(
2,0.9986145496368408,True,)
68,0.9977524876594543,True,x
1,0.9974038004875183,True,(
69,0.9970458149909973,True,y
69,0.9763910174369812,True,y
2,0.9423673152923584,True,)
48,0.8111551403999329,True,d
15,0.7471069097518921,False,","
60,0.7315710186958313,True,p
68,0.7115618586540222,True,x
9,0.5845638513565063,False,-
15,0.5662652254104614,False,","
13,0.5476023554801941,True,=
13,0.9913063645362854,True,=
46,0.9897670149803162,True,b
18,0.9869669079780579,True,1
48,0.9639858603477478,False,d
48,0.9528017044067383,True,d
45,0.9070831537246704,True,a
9,0.9022940397262573,True,-
51,0.799589216709137,True,g
18,0.5785484910011292,False,1
2,0.4599968194961548,False,)
21,0.39614081382751465,False,4
92,0.9989493489265442,True,\int
68,0.9957365989685059,True,x
68,0.9771831035614014,True,x
8,0.9680595993995667,True,+
29,0.9231209754943848,True,C
48,0.8950515985488892,True,d
13,0.6539400815963745,True,=
13,0.9963017702102661,True,=
38,0.9754955172538757,True,P
40,0.8548710942268372,True,S
18,0.7185340523719788,False,1
19,0.5742642879486084,False,2
18,0.29755502939224243,False,1
16,0.18931131064891815,False,.
45,0.9988841414451599,True,a
45,0.9983212351799011,True,a
66,0.9622994661331177,True,v
19,0.8543811440467834,True,2
2,0.8019815683364868,True,)
1,0.4892306923866272,True,(
13,0.18441924452781677,True,=
21,0.9982012510299683,True,4
45,0.9979561567306519,True,a
68,0.9867746829986572,True,x
84,0.9843193888664246,True,\lt
18,0.8875121474266052,False,1
9,0.8356475830078125,True,-
95,0.7574120163917542,False,\mu
7,0.7409998178482056,False,|
9,0.6188338994979858,False,-
18,0.997340738773346,True,1
61,0.9720098376274109,True,q
84,0.9667355418205261,True,\lt
9,0.5705349445343018,False,-
83,0.9968432188034058,True,\leq
68,0.9957376718521118,True,x
100,0.9866146445274353,True,\sqrt
46,0.9850680232048035,True,b
18,0.9818670749664307,True,1
19,0.9610381722450256,True,2
22,0.8625975847244263,True,5
9,0.8186659216880798,False,-
9,0.8144838809967041,True,-
9,0.7851277589797974,False,-
7,0.666520357131958,False,|
46,0.6617986559867859,True,b
7,0.5424656271934509,False,|
9,0.5126436948776245,False,-
45,0.42855796217918396,True,a
9,0.27803561091423035,False,-
83,0.9973602890968323,True,\leq
83,0.9952589869499207,True,\leq
47,0.9608367085456848,False,c
34,0.925121545791626,True,I
27,0.8679009675979614,True,A
28,0.8623487949371338,True,B
34,0.8450818061828613,True,I
34,0.8423881530761719,True,I
2,0.99839848279953,True,)
2,0.9974341988563538,True,)
1,0.99664306640625,True,(
64,0.9933784604072571,True,t
1,0.9775546789169312,True,(
64,0.9664418697357178,True,t
66,0.9469152092933655,True,v
65,0.609521746635437,True,u
9,0.4749199450016022,False,-
89,0.998180627822876,True,\alpha
89,0.9955561757087708,True,\alpha
13,0.9826991558074951,True,=
9,0.9106833934783936,False,-
38,0.8665361404418945,True,P
57,0.8309382796287537,True,m
63,0.8266527652740479,False,s
9,0.76216059923172,False,-
18,0.6935278177261353,True,1
9,0.4767887592315674,False,-
19,0.3838195204734802,False,2
68,0.37970665097236633,True,x
9,0.3725135028362274,False,-
9,0.1158931627869606,False,-
20,0.9891806244850159,True,3
18,0.9867401719093323,True,1
20,0.9467430114746094,True,3
9,0.6923488974571228,False,-
68,0.648016095161438,False,x
99,0.5067912936210632,True,\sigma
46,0.4953713119029999,False,b
9,0.32404252886772156,False,-
13,0.13903161883354187,True,=
22,0.9996337890625,True,5
17,0.9913636445999146,True,0
41,0.9732018709182739,True,T
70,0.8044083118438721,False,z
13,0.9981745481491089,True,=
18,0.9894216656684875,True,1
41,0.9865546226501465,True,T
68,0.8449503779411316,False,x
68,0.7799778580665588,False,x
8,0.4267011284828186,True,+
18,0.42537450790405273,False,1
18,0.375161349773407,False,1
18,0.3629377484321594,False,1
68,0.9983963370323181,True,x
36,0.996350884437561,True,M
2,0.8840609788894653,True,)
69,0.8180795907974243,True,y
1,0.7766011953353882,True,(
18,0.5945034027099609,False,1
15,0.40885061025619507,False,","
16,0.14889729022979736,False,.
18,0.13727299869060516,False,1
16,0.132148876786232,False,.
1,0.9995912909507751,True,(
1,0.9993398785591125,True,(
2,0.9966527819633484,True,)
2,0.9963305592536926,True,)
68,0.9891266226768494,False,x
38,0.9769476652145386,True,P
2,0.9749245047569275,True,)
1,0.9572487473487854,True,(
39,0.919735848903656,True,R
38,0.7723495960235596,True,P
68,0.7624990344047546,False,x
16,0.17249998450279236,False,.
13,0.1625724881887436,True,=
40,0.965124249458313,True,S
65,0.9185446500778198,True,u
23,0.6451137661933899,False,6
1,0.9884192943572998,True,(
2,0.9860852956771851,True,)
47,0.9709092378616333,True,c
46,0.9351483583450317,True,b
38,0.8512346744537354,True,P
12,0.7922407388687134,True,/
2,0.9986953139305115,True,)
1,0.9959800243377686,True,(
66,0.9893855452537537,True,v
66,0.9623173475265503,True,v
18,0.6051397323608398,False,1
18,0.3181673586368561,True,1
18,0.26870328187942505,False,1
58,0.21633781492710114,False,n
16,0.1228695884346962,False,.
18,0.11971551924943924,False,1
100,0.999738872051239,True,\sqrt
19,0.9953450560569763,True,2
13,0.982244074344635,True,=
33,0.9806235432624817,True,H
51,0.9602986574172974,True,g
41,0.709414541721344,True,T
17,0.6492429971694946,False,0
18,0.19650977849960327,False,1
9,0.18650931119918823,False,-
18,0.9835192561149597,True,1
63,0.9600768089294434,False,s
13,0.951829195022583,True,=
58,0.9458340406417847,True,n
63,0.9232000112533569,False,s
58,0.9083054661750793,True,n
18,0.8816629648208618,False,1
63,0.8130049705505371,False,s
9,0.7242377400398254,False,-
8,0.38270920515060425,False,+
58,0.3377233147621155,False,n
18,0.9999736547470093,True,1
13,0.9954969882965088,True,=
63,0.8274160027503967,True,s
35,0.986713707447052,True,L
59,0.6684100031852722,False,o
9,0.14937493205070496,False,-
2,0.9998852014541626,True,)
1,0.998736560344696,True,(
68,0.9982324242591858,True,x
68,0.9889037013053894,True,x
38,0.9724055528640747,True,P
19,0.8076621294021606,False,2
92,0.6276710033416748,False,\int
55,0.9965366125106812,True,k
19,0.9934210181236267,True,2
23,0.6134571433067322,False,6
13,0.8776938319206238,True,=
9,0.8672881722450256,False,-
19,0.8040747046470642,True,2
9,0.7535616755485535,False,-
9,0.7257263660430908,False,-
45,0.7229852676391602,False,a
9,0.7225827574729919,False,-
19,0.6212192177772522,False,2
18,0.6104005575180054,False,1
10,0.588473379611969,False,\times
2,0.5599781274795532,False,)
1,0.5342532992362976,False,(
73,0.3606337606906891,False,\cos
1,0.3412806987762451,False,(
1,0.3321021795272827,False,(
20,0.29973477125167847,False,3
18,0.2897210121154785,False,1
18,0.2792476415634155,False,1
18,0.23254548013210297,False,1
70,0.228420689702034,False,z
8,0.20937290787696838,False,+
1,0.19675244390964508,False,(
18,0.19542497396469116,True,1
10,0.19362910091876984,False,\times
9,0.15825656056404114,False,-
17,0.1356220245361328,True,0
1,0.13526944816112518,False,(
68,0.1337847262620926,False,x
9,0.10480862855911255,False,-
9,0.10282540321350098,False,-
8,0.10272391140460968,False,+
45,0.9996845722198486,True,a
1,0.9993904829025269,True,(
2,0.9953433275222778,True,)
18,0.29030856490135193,False,1
69,0.25078651309013367,True,y
18,0.9991739392280579,True,1
2,0.9986357092857361,True,)
17,0.996393620967865,True,0
13,0.9868267774581909,True,=
17,0.9731321930885315,True,0
1,0.7685884237289429,True,(
99,0.7221640944480896,True,\sigma
58,0.9841874837875366,True,n
8,0.9600082635879517,True,+
63,0.9536662101745605,False,s
68,0.9461508989334106,False,x
58,0.9171037673950195,True,n
68,0.9126856327056885,False,x
18,0.7941680550575256,True,1
68,0.654995322227478,False,x
8,0.6154741048812866,True,+
8,0.4343060851097107,True,+
13,0.36323082447052,True,=
19,0.20173147320747375,True,2
2,0.996155321598053,True,)
1,0.994958221912384,True,(
2,0.9924049973487854,True,)
1,0.9603899717330933,True,(
17,0.9416597485542297,True,0
8,0.8945052623748779,True,+
13,0.8401015400886536,True,=
47,0.7822017669677734,True,c
9,0.7353631258010864,False,-
19,0.4125993251800537,True,2
90,0.39811375737190247,True,\beta
68,0.28868797421455383,False,x
64,0.2617301642894745,False,t
47,0.23663637042045593,False,c
9,0.10743030160665512,False,-
9,0.98348468542099,False,-
9,0.9803025722503662,False,-
1,0.9687685966491699,True,(
23,0.9599636793136597,True,6
8,0.9273926615715027,False,+
47,0.9170293807983398,False,c
21,0.9009615778923035,True,4
10,0.8780292272567749,True,\times
2,0.8244672417640686,True,)
18,0.8231366872787476,False,1
60,0.7328537702560425,False,p
21,0.6395948529243469,False,4
13,0.6074413061141968,True,=
22,0.5331545472145081,True,5
38,0.5057845711708069,True,P
21,0.3261612057685852,True,4
47,0.3157593905925751,False,c
9,0.1442144513130188,False,-
46,0.9996417760848999,True,b
1,0.9955111742019653,True,(
8,0.9931557774543762,True,+
19,0.986104428768158,True,2
50,0.979514479637146,True,f
13,0.9002282619476318,True,=
2,0.8316126465797424,True,)
68,0.7538005709648132,True,x
18,0.6948262453079224,False,1
45,0.5327298641204834,True,a
68,0.37874332070350647,True,x
2,0.9899184107780457,False,)
9,0.9728824496269226,True,-
9,0.9441472887992859,True,-
92,0.8949118256568909,True,\int
2,0.8518913388252258,True,)
1,0.8434849381446838,False,(
18,0.8247008323669434,False,1
19,0.654319703578949,False,2
19,0.6490351557731628,False,2
13,0.5935380458831787,True,=
18,0.5835084915161133,False,1
18,0.5719879269599915,False,1
72,0.537621259689331,False,\pi
76,0.48326998949050903,False,\theta
2,0.4216577112674713,False,)
9,0.31486719846725464,False,-
68,0.3125886917114258,False,x
55,0.26962918043136597,False,k
76,0.2678928077220917,False,\theta
64,0.19602841138839722,True,t
65,0.19520409405231476,False,u
24,0.18291084468364716,False,7
24,0.1751360446214676,False,7
18,0.1718578189611435,False,1
58,0.16701756417751312,False,n
48,0.15760090947151184,True,d
49,0.13685277104377747,False,e
70,0.12431421875953674,False,z
1,0.9820106625556946,True,(
18,0.9707821607589722,True,1
2,0.8516575694084167,False,)
1,0.7871241569519043,False,(
8,0.7794610261917114,True,+
45,0.7680833339691162,True,a
20,0.7518872618675232,False,3
8,0.7269908785820007,True,+
2,0.6105868816375732,False,)
2,0.5428850054740906,False,)
8,0.42291417717933655,True,+
9,0.32256874442100525,False,-
93,0.3024749755859375,False,\ldots
9,0.2605664134025574,False,-
20,0.22409392893314362,False,3
9,0.15657322108745575,False,-
64,0.14854466915130615,False,t
60,0.12776805460453033,False,p
45,0.12544411420822144,False,a
18,0.113655686378479,False,1
8,0.1063566654920578,False,+
100,0.9999896287918091,True,\sqrt
61,0.9940832257270813,True,q
19,0.990498960018158,True,2
13,0.989281177520752,True,=
9,0.7699146866798401,True,-
60,0.6129829287528992,True,p
9,0.11541752517223358,False,-
48,0.9964259266853333,True,d
92,0.9838305115699768,True,\int
50,0.9766163229942322,True,f
45,0.9018335938453674,True,a
68,0.8810220956802368,True,x
2,0.8045527338981628,True,)
50,0.7810142040252686,True,f
2,0.7674487233161926,True,)
68,0.6642531156539917,False,x
48,0.6440743803977966,True,d
45,0.6206493377685547,True,a
92,0.565287709236145,True,\int
17,0.4595440924167633,False,0
13,0.3914930522441864,True,=
9,0.3912801742553711,False,-
46,0.3853186368942261,True,b
9,0.3650764524936676,False,-
68,0.2965077757835388,False,x
48,0.2888062596321106,False,d
68,0.18305210769176483,False,x
19,0.9998465776443481,True,2
2,0.990096926689148,True,)
73,0.9896209239959717,False,\cos
2,0.9895967841148376,True,)
1,0.9889129996299744,True,(
73,0.9765609502792358,False,\cos
1,0.9758225679397583,True,(
13,0.9031702280044556,True,=
48,0.8563133478164673,True,d
68,0.3360089361667633,False,x
58,0.3147757947444916,False,n
90,0.25922897458076477,False,\beta
48,0.2259313017129898,True,d
58,0.146821066737175,False,n
60,0.9930552840232849,False,p
60,0.9654940366744995,False,p
18,0.8893323540687561,True,1
13,0.4539969861507416,True,=
18,0.36712440848350525,False,1
17,0.9986346364021301,True,0
41,0.9984428286552429,True,T
13,0.9878411889076233,True,=
2,0.9864675402641296,True,)
1,0.9384534358978271,True,(
51,0.3686797618865967,True,g
13,0.9884772300720215,True,=
30,0.9757032990455627,True,E
3,0.968360424041748,True,[
68,0.9228993654251099,False,x
58,0.8591448664665222,True,n
95,0.5979005694389343,True,\mu
4,0.524368405342102,True,]
58,0.49821242690086365,False,n
1,0.9998270869255066,True,(
2,0.9998185038566589,True,)
53,0.9931703805923462,True,i
27,0.9827324151992798,True,A
99,0.8878120183944702,True,\sigma
16,0.21378959715366364,False,.
100,0.9999231100082397,True,\sqrt
13,0.9983822107315063,True,=
2,0.9980372786521912,True,)
19,0.9926413893699646,True,2
1,0.9881721138954163,True,(
35,0.9805994033813477,True,L
89,0.9460465312004089,True,\alpha
9,0.6935623288154602,False,-
45,0.6836829781532288,False,a
18,0.3593882620334625,False,1
18,0.8299923539161682,False,1
100,0.7652366161346436,False,\sqrt
2,0.6884778141975403,False,)
2,0.6615678668022156,False,)
100,0.5510982871055603,False,\sqrt
1,0.5299779176712036,False,(
9,0.49015650153160095,False,-
21,0.47519782185554504,False,4
9,0.4692226052284241,False,-
69,0.4686846435070038,False,y
19,0.4419335126876831,False,2
9,0.4151834547519684,False,-
18,0.39739683270454407,False,1
21,0.36594292521476746,False,4
18,0.33300644159317017,False,1
68,0.3246956169605255,False,x
21,0.32154127955436707,False,4
18,0.3071534335613251,False,1
8,0.293830007314682,False,+
16,0.29202917218208313,False,.
18,0.27524545788764954,False,1
18,0.26946258544921875,False,1
21,0.26710423827171326,False,4
21,0.2342081069946289,False,4
9,0.23358139395713806,False,-
9,0.2237926572561264,False,-
22,0.20837616920471191,False,5
0,0.20123761892318726,False,!
9,0.1956752985715866,False,-
9,0.1868385374546051,False,-
18,0.18267551064491272,False,1
16,0.17379406094551086,False,.
9,0.16979825496673584,False,-
20,0.16510899364948273,False,3
18,0.157148078083992,False,1
9,0.15661485493183136,False,-
18,0.13707494735717773,False,1
9,0.13457131385803223,False,-
98,0.13173356652259827,False,\prime
9,0.12838013470172882,False,-
9,0.11757458746433258,False,-
13,0.991956353187561,True,=
8,0.9851284623146057,True,+
17,0.7912002205848694,True,0
22,0.7071585655212402,True,5
9,0.626473069190979,False,-
8,0.6025569438934326,False,+
8,0.5957803726196289,True,+
19,0.5331338047981262,False,2
19,0.5251954793930054,False,2
8,0.5235445499420166,False,+
19,0.4764164686203003,False,2
8,0.43057090044021606,False,+
21,0.39495161175727844,False,4
19,0.3825416564941406,False,2
19,0.36559781432151794,False,2
20,0.343702107667923,False,3
19,0.326504111289978,False,2
8,0.3162493109703064,False,+
8,0.30300888419151306,False,+
19,0.3026426434516907,False,2
8,0.2460535168647766,False,+
19,0.23993532359600067,False,2
19,0.2039126604795456,False,2
45,0.19323520362377167,False,a
20,0.18637210130691528,False,3
19,0.1759827882051468,False,2
68,0.16099679470062256,False,x
19,0.15438811480998993,False,2
18,0.14772078394889832,False,1
8,0.12828600406646729,False,+
8,0.12799064815044403,False,+
19,0.1262969821691513,False,2
8,0.12356263399124146,False,+
19,0.11657126247882843,False,2
19,0.11616113036870956,False,2
19,0.10337371379137039,False,2
53,0.9902076125144958,True,i
42,0.9839135408401489,True,V
17,0.9438180923461914,False,0
9,0.928894579410553,False,-
66,0.9203758239746094,False,v
64,0.9866112470626831,True,t
17,0.9628943204879761,True,0
60,0.8947061896324158,True,p
84,0.8230036497116089,True,\lt
63,0.5695813894271851,True,s
27,0.9962278604507446,True,A
6,0.9679292440414429,True,\}
45,0.9558718204498291,True,a
93,0.9451889991760254,False,\ldots
5,0.7757077813148499,True,\{
45,0.7700875401496887,True,a
18,0.7560554146766663,False,1
13,0.5983404517173767,True,=
18,0.5110453367233276,False,1
15,0.4797239899635315,False,","
64,0.42933475971221924,False,t
15,0.3727412521839142,False,","
17,0.2766176760196686,True,0
15,0.16179989278316498,False,","
15,0.1540231704711914,False,","
13,0.10087547451257706,False,=
21,0.9992167949676514,True,4
8,0.9987354874610901,True,+
57,0.988439679145813,True,m
40,0.8285382986068726,True,S
18,0.18590712547302246,True,1
55,0.9980701804161072,True,k
27,0.9909586906433105,True,A
58,0.9875170588493347,True,n
60,0.9858289957046509,True,p
55,0.976834237575531,True,k
27,0.9153107404708862,True,A
9,0.8932164907455444,True,-
61,0.8662480711936951,True,q
58,0.8323752880096436,True,n
9,0.8308857083320618,False,-
29,0.7345813512802124,True,C
47,0.7254965305328369,False,c
1,0.7069268822669983,False,(
27,0.6149926781654358,True,A
9,0.22661198675632477,False,-
17,0.9968903660774231,True,0
17,0.9636763334274292,True,0
37,0.8441234230995178,True,N
41,0.8198570013046265,True,T
13,0.6445174813270569,True,=
18,0.5639339685440063,True,1
2,0.9996848106384277,True,)
1,0.9995623230934143,True,(
91,0.9196113348007202,False,\gamma
60,0.8649834990501404,False,p
33,0.9861132502555847,True,H
33,0.9731588363647461,True,H
36,0.9457427859306335,True,M
16,0.504342257976532,False,.
16,0.22000961005687714,False,.
21,0.16088195145130157,False,4
8,0.9986237287521362,True,+
60,0.9979325532913208,True,p
47,0.9947082996368408,True,c
35,0.9925243258476257,True,L
64,0.9774839878082275,True,t
66,0.933917760848999,False,v
9,0.5056653022766113,True,-
13,0.3677431046962738,True,=
18,0.3240300714969635,False,1
8,0.9992337226867676,True,+
8,0.9936438798904419,True,+
27,0.9860695600509644,True,A
34,0.8154157996177673,True,I
47,0.7930530905723572,False,c
58,0.49936625361442566,True,n
16,0.49384039640426636,False,.
16,0.3637704849243164,False,.
16,0.2786734104156494,False,.
58,0.24433472752571106,True,n
16,0.1832847148180008,False,.
93,0.17967233061790466,False,\ldots
16,0.17684213817119598,False,.
16,0.1396516114473343,False,.
16,0.11026439815759659,False,.
100,0.9999884366989136,True,\sqrt
13,0.99836665391922,True,=
22,0.9983186721801758,True,5
39,0.9249466061592102,True,R
9,0.8697360157966614,False,-
47,0.7374640703201294,False,c
50,0.3616676330566406,True,f
2,0.9999947547912598,True,)
19,0.9998006224632263,True,2
1,0.999214768409729,True,(
19,0.9991472959518433,True,2
36,0.9655097126960754,True,M
2,0.9900985360145569,True,)
1,0.9838758111000061,True,(
9,0.9799654483795166,False,-
9,0.9401430487632751,False,-
10,0.8715912103652954,True,\times
9,0.7727386951446533,False,-
13,0.7355852723121643,False,=
18,0.7070927023887634,False,1
8,0.6610501408576965,True,+
64,0.531114935874939,True,t
18,0.4641353487968445,False,1
60,0.42040854692459106,False,p
60,0.3949795961380005,False,p
18,0.2803308367729187,False,1
47,0.25648918747901917,False,c
18,0.2441708892583847,False,1
18,0.12043754756450653,False,1
19,0.11177337914705276,False,2
8,0.1028907299041748,False,+
60,0.10212981700897217,False,p
18,0.9924749732017517,False,1
52,0.7789959907531738,False,h
37,0.9922698736190796,True,N
88,0.9903890490531921,False,\log
13,0.9446980357170105,True,=
65,0.8932908177375793,True,u
27,0.5553297996520996,True,A
2,0.9980553388595581,True,)
21,0.9955981373786926,True,4
19,0.9645431637763977,True,2
18,0.963326632976532,True,1
17,0.9407066702842712,True,0
17,0.8889678120613098,True,0
13,0.7100557684898376,True,=
33,0.6707952618598938,True,H
20,0.6116665005683899,True,3
10,0.5998268723487854,False,\times
19,0.5865440964698792,False,2
50,0.43282458186149597,True,f
45,0.4038710594177246,False,a
21,0.32768869400024414,False,4
1,0.3027707636356354,True,(
17,0.2970446050167084,False,0
47,0.19473205506801605,True,c
2,0.9896427989006042,True,)
57,0.9849225282669067,True,m
1,0.9825916290283203,True,(
19,0.826210618019104,False,2
18,0.8172031044960022,True,1
63,0.7508015632629395,True,s
15,0.47171348333358765,True,","
0,0.2880500257015228,False,!
19,0.9892654418945312,False,2
13,0.854926347732544,True,=
70,0.8533881902694702,True,z
18,0.7139840126037598,False,1
19,0.6885511875152588,False,2
17,0.6408001780509949,False,0
7,0.4614318609237671,True,|
18,0.4336674213409424,False,1
2,0.9979135394096375,True,)
41,0.9395613074302673,True,T
13,0.9307295680046082,True,=
37,0.8994013071060181,True,N
1,0.8708483576774597,True,(
42,0.8431035280227661,True,V
55,0.6398483514785767,True,k
60,0.3517647683620453,True,p
50,0.2677746117115021,True,f
18,0.9995385408401489,True,1
2,0.9995349645614624,True,)
19,0.9964236617088318,True,2
